{'ALG_BC_NB': 2375813, 'ALG_BC_WITH_SHAVING_NB': 119708, 'ALG_SHAVING_NB': 1699098, 'ALG_SHAVING_CHANGE_NB': 557007, 'ALG_SHAVING_NO_CHANGE_NB': 1142091, 'PROPAGATOR_ENTAILMENT_NB': 3733859, 'PROPAGATOR_FILTER_NB': 63857336, 'PROPAGATOR_FILTER_NO_CHANGE_NB': 21381370, 'PROPAGATOR_INCONSISTENCY_NB': 630380, 'SOLVER_BACKTRACK_NB': 1772470, 'SOLVER_CHOICE_NB': 46310, 'SOLVER_CHOICE_DEPTH': 31, 'SOLVER_SOLUTION_NB': 25}
         2171256980 function calls (2171249652 primitive calls) in 2682.249 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      194    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
      193    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.005    0.005 listobject.py:1(<module>)
        1    0.000    0.000    0.005    0.005 multiarray.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 byteflow.py:1(<module>)
  112/109    0.000    0.000    0.000    0.000 typing.py:1591(__hash__)
        3    0.000    0.000    0.006    0.002 utils.py:1(<module>)
        2    0.000    0.000    0.001    0.001 errors.py:1(<module>)
      410    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      207    0.000    0.000    0.000    0.000 typeconv.py:117(_cb_update)
      192    0.000    0.000    0.000    0.000 __init__.py:164(match)
       91    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
       29    0.000    0.000    0.002    0.000 overloads.py:48(register_simple_overload)
       32    0.000    0.000    0.000    0.000 templates.py:1001(make_intrinsic_template)
        1    0.000    0.000    0.000    0.000 config.py:205(process_environ)
       46    0.000    0.000    0.015    0.000 castgraph.py:119(insert_rule)
       68    0.000    0.000    0.000    0.000 imputils.py:37(decorate)
        1    0.000    0.000    0.003    0.003 fromnumeric.py:1(<module>)
       33    0.000    0.000    0.001    0.000 __init__.py:1148(emit)
      338    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.001    0.001 _function_base_impl.py:1(<module>)
      459    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       41    0.000    0.000    0.000    0.000 typing.py:1472(<genexpr>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:434(inner)
        1    0.000    0.000    0.000    0.000 array_analysis.py:1076(ArrayAnalysis)
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       33    0.000    0.000    0.001    0.000 __init__.py:1011(handle)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      239    0.000    0.000    0.000    0.000 ffi.py:178(argtypes)
       37    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
      168    0.000    0.000    0.000    0.000 _compiler.py:398(_simple)
        1    0.000    0.000    0.009    0.009 _linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1(<module>)
      528    0.000    0.000    0.000    0.000 abstract.py:93(__init__)
      248    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
      247    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
      255    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       96    0.000    0.000    0.000    0.000 decorators.py:197(_jit)
       32    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
      250    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
    61/51    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
      200    0.000    0.000    0.000    0.000 enum.py:1129(__new__)
        1    0.000    0.000    0.003    0.003 socket.py:1(<module>)
      242    0.000    0.000    0.000    0.000 _parser.py:83(groups)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
      249    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 options.py:10(TargetOptions)
      492    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       32    0.000    0.000    0.001    0.000 extending.py:435(_intrinsic)
        1    0.000    0.000    0.001    0.001 passmanagers.py:1(<module>)
      286    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      448    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       18    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
       96    0.000    0.000    0.000    0.000 decorators.py:202(wrapper)
        1    0.000    0.000    0.002    0.002 _array_like.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builtins.py:225(BinOpTrueDiv)
        6    0.000    0.000    0.000    0.000 numeric.py:2642(extend_all)
       48    0.000    0.000    0.001    0.000 extending.py:157(wrap)
      411    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       39    0.000    0.000    0.001    0.000 typing.py:521(__getitem__)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
      194    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      493    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       64    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        8    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
       64    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       33    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
       73    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
      255    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
      267    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 common.py:49(__init__)
       16    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.008    0.008 parfor_lowering.py:1(<module>)
       44    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
      207    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.set_compatible}
      353    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       65    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
        1    0.000    0.000    0.000    0.000 _add_docstring.py:27(_parse_docstrings)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       34    0.000    0.000    0.000    0.000 <frozen posixpath>:169(basename)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      328    0.000    0.000    0.000    0.000 typing.py:1621(__eq__)
       25    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
       56    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.002    0.002 value.py:1(<module>)
        1    0.000    0.000    0.000    0.000 callwrapper.py:74(_GilManager)
        1    0.000    0.000    0.000    0.000 ufunc_base.py:1(<module>)
      410    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       96    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       98    0.000    0.000    0.000    0.000 target_extension.py:15(__getitem__)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:1(<module>)
      392    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
       33    0.000    0.000    0.000    0.000 __init__.py:1137(flush)
       16    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
      411    0.000    0.000    0.000    0.000 functions.py:262(key)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _dtype_like.py:1(<module>)
       66    0.000    0.000    0.000    0.000 functools.py:852(register)
      262    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
      240    0.000    0.000    0.000    0.000 typing.py:1583(__eq__)
      480    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       25    0.000    0.000    0.000    0.000 dtypes.py:30(_add_dtype_helper)
        1    0.000    0.000    0.000    0.000 instructions.py:881(Comment)
      466    0.000    0.000    0.000    0.000 typing.py:781(<genexpr>)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:442(polyfit)
       96    0.000    0.000    0.000    0.000 target_extension.py:76(resolve_dispatcher_from_str)
        1    0.000    0.000    0.002    0.002 hmac.py:1(<module>)
        1    0.000    0.000    0.012    0.012 typeof.py:1(<module>)
      185    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
       12    0.000    0.000    0.000    0.000 values.py:68(_castop)
       12    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
       28    0.000    0.000    0.000    0.000 abstract.py:184(__getitem__)
       42    0.000    0.000    0.000    0.000 _compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 ir.py:1380(With)
       12    0.000    0.000    0.001    0.000 dataclasses.py:449(_create_fn)
       64    0.000    0.000    0.011    0.000 __init__.py:226(compile)
        1    0.000    0.000    0.001    0.001 _scimath_impl.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       28    0.000    0.000    0.000    0.000 npytypes.py:444(__init__)
       56    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        1    0.000    0.000    0.000    0.000 tsp_problem.py:27(__init__)
       33    0.000    0.000    0.001    0.000 __init__.py:1686(handle)
        1    0.000    0.000    0.003    0.003 propagators.py:1(<module>)
       18    0.000    0.000    0.000    0.000 typing.py:1467(__getitem__)
        1    0.000    0.000    0.000    0.000 builder.py:189(IRBuilder)
        6    0.000    0.000    0.000    0.000 argparse.py:1446(add_argument)
        1    0.000    0.000    0.000    0.000 targets.py:1(<module>)
      409    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       12    0.000    0.000    0.000    0.000 typing.py:1114(_generic_init_subclass)
      187    0.000    0.000    0.000    0.000 typing.py:1616(_value_and_type_iter)
       96    0.000    0.000    0.000    0.000 extending.py:577(is_jitted)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 untyped_passes.py:1(<module>)
       27    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
      168    0.000    0.000    0.000    0.000 templates.py:37(__init__)
       33    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
       79    0.000    0.000    0.000    0.000 <frozen os>:791(encode)
      144    0.000    0.000    0.000    0.000 typeconv.py:60(set_unsafe_convert)
      448    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.015    0.015 rules.py:15(_init_casting_rules)
      182    0.000    0.000    0.000    0.000 inspect.py:372(isfunction)
      112    0.000    0.000    0.002    0.000 templates.py:1289(decorator)
       80    0.000    0.000    0.000    0.000 config.py:206(_readenv)
        1    0.000    0.000    0.000    0.000 config.py:151(update)
      108    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
    77/69    0.000    0.000    0.002    0.000 typing.py:515(__getitem__)
       66    0.000    0.000    0.000    0.000 __init__.py:968(acquire)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _npyio_impl.py:1(<module>)
       33    0.000    0.000    0.001    0.000 __init__.py:988(format)
       21    0.000    0.000    0.000    0.000 numeric.py:300(full)
       44    0.000    0.000    0.000    0.000 _parser.py:312(_class_escape)
      112    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
      173    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 npytypes.py:439(Array)
       28    0.000    0.000    0.000    0.000 scalars.py:32(__init__)
       32    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        2    0.000    0.000    0.002    0.001 module.py:1(<module>)
       75    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 typed_passes.py:1(<module>)
        1    0.000    0.000    0.006    0.006 typedlist.py:1(<module>)
        1    0.000    0.000    0.001    0.001 process.py:1(<module>)
        1    0.000    0.000    0.003    0.003 numpy_support.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parallel.py:1(<module>)
       66    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.036    0.036 compiler.py:1(<module>)
      100    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
       14    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       38    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.000    0.000 _twodim_base_impl.py:1(<module>)
    36/34    0.000    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.003    0.003 overloads.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2874(__new__)
       34    0.000    0.000    0.001    0.000 templates.py:1180(make_overload_method_template)
       69    0.000    0.000    0.000    0.000 overloads.py:13(_get_args)
       75    0.000    0.000    0.000    0.000 types.py:192(__init__)
        9    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       96    0.000    0.000    0.000    0.000 target_extension.py:71(resolve_target_str)
        1    0.000    0.000    0.038    0.038 dispatcher.py:1(<module>)
        1    0.000    0.000    0.015    0.015 rules.py:1(<module>)
        3    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        2    0.000    0.000    0.006    0.003 extending.py:1(<module>)
       33    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
        9    0.000    0.000    0.000    0.000 dataclasses.py:760(_get_field)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        7    0.000    0.000    0.000    0.000 shutil.py:1422(get_terminal_size)
       33    0.000    0.000    0.000    0.000 __init__.py:170(<lambda>)
        1    0.000    0.000    0.165    0.165 constants.py:1(<module>)
       42    0.000    0.000    0.001    0.000 inspect.py:3071(from_callable)
        1    0.000    0.000    0.001    0.001 ir.py:1(<module>)
       27    0.000    0.000    0.000    0.000 dataclasses.py:701(_is_type)
        1    0.000    0.000    0.000    0.000 function_base.py:25(linspace)
       33    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
    36/31    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        1    0.000    0.000    0.000    0.000 backtrack_solver.py:143(get_statistics)
        1    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:1(<module>)
       56    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        1    0.000    0.000    0.002    0.002 _methods.py:1(<module>)
       33    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
      246    0.000    0.000    0.006    0.000 ffi.py:127(_lib)
       19    0.000    0.000    0.000    0.000 arrayprint.py:527(wrapper)
        8    0.000    0.000    0.000    0.000 typing.py:1985(__init_subclass__)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       44    0.000    0.000    0.000    0.000 typing.py:995(_typevar_subst)
       36    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 array_analysis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:43(Flags)
      116    0.000    0.000    0.000    0.000 ffi.py:186(restype)
       28    0.000    0.000    0.000    0.000 scalars.py:18(parse_integer_bitwidth)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1645(_guarded_repr_or_str)
        1    0.000    0.000    0.008    0.008 ir_utils.py:1(<module>)
        9    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       25    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       97    0.000    0.000    0.000    0.000 manager.py:23(register)
        1    0.000    0.000    0.000    0.000 byteflow.py:322(TraceRunner)
        1    0.000    0.000    0.009    0.009 backtrack_solver.py:1(<module>)
        1    0.000    0.000    0.002    0.002 cgutils.py:1(<module>)
       66    0.000    0.000    0.000    0.000 __init__.py:975(release)
        2    0.000    0.000    0.000    0.000 function_type.py:1(<module>)
       45    0.000    0.000    0.000    0.000 typing.py:307(_unpack_args)
       81    0.000    0.000    0.000    0.000 typing.py:979(_is_unpacked_typevartuple)
        1    0.000    0.000    0.011    0.011 _index_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpreter.py:1338(Interpreter)
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       33    0.000    0.000    0.000    0.000 typing.py:1408(copy_with)
      112    0.000    0.000    0.000    0.000 templates.py:1268(Template)
       33    0.000    0.000    0.000    0.000 __init__.py:462(format)
        1    0.000    0.000    0.002    0.002 functions.py:1(<module>)
      124    0.000    0.000    0.000    0.000 inspect.py:3066(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.004    0.004 containers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:1(<module>)
        2    0.000    0.000    0.000    0.000 types.py:66(new_class)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
